cad_rule_id,rule_id,system_code,cad_task_type,cad_task_description,required_inputs,expected_output,blocking_rfi_condition,source_page,requires_human_review
CAD-075,IB2024-I03-003,EMS,io_point_schedule,依 3.1.1.3 用電異常偵測 建立 io_point_schedule 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,io_point_schedule 草稿或佐證文件清單，附 rule_id 與 source_page,missing_equipment_spec; missing_testing_requirement,"30,110",true
CAD-076,IB2024-I03-003,EMS,layout,依 3.1.1.3 用電異常偵測 建立 layout 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,layout 草稿或佐證文件清單，附 rule_id 與 source_page,missing_equipment_spec; missing_testing_requirement,"30,110",true
CAD-077,IB2024-I03-004,FAS,layout,依 3.1.1.4 室內溫度異常火警告警 建立 layout 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,layout 草稿或佐證文件清單，附 rule_id 與 source_page,missing_testing_requirement,"30,110",true
CAD-078,IB2024-I03-004,FAS,io_point_schedule,依 3.1.1.4 室內溫度異常火警告警 建立 io_point_schedule 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,io_point_schedule 草稿或佐證文件清單，附 rule_id 與 source_page,missing_testing_requirement,"30,110",true
CAD-079,IB2024-I03-005,SENSOR,layout,依 3.1.1.5 漏水偵知 建立 layout 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,layout 草稿或佐證文件清單，附 rule_id 與 source_page,missing_equipment_spec,"30,111",true
CAD-080,IB2024-I03-005,SENSOR,io_point_schedule,依 3.1.1.5 漏水偵知 建立 io_point_schedule 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,io_point_schedule 草稿或佐證文件清單，附 rule_id 與 source_page,missing_equipment_spec,"30,111",true
CAD-081,IB2024-I03-006,SENSOR,layout,依 3.1.1.6 地震偵知 建立 layout 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,layout 草稿或佐證文件清單，附 rule_id 與 source_page,missing_equipment_spec,"30-31,111",true
CAD-082,IB2024-I03-006,SENSOR,io_point_schedule,依 3.1.1.6 地震偵知 建立 io_point_schedule 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,io_point_schedule 草稿或佐證文件清單，附 rule_id 與 source_page,missing_equipment_spec,"30-31,111",true
CAD-083,IB2024-I03-007,AV,layout,依 3.1.2.1 災害告警訊息顯示 建立 layout 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,layout 草稿或佐證文件清單，附 rule_id 與 source_page,missing_scope; missing_equipment_spec,"31,112",true
CAD-084,IB2024-I03-007,AV,system_diagram,依 3.1.2.1 災害告警訊息顯示 建立 system_diagram 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,system_diagram 草稿或佐證文件清單，附 rule_id 與 source_page,missing_scope; missing_equipment_spec,"31,112",true
CAD-085,IB2024-I03-008,BMS,system_diagram,依 3.1.2.2 連動設備狀態顯示 建立 system_diagram 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,system_diagram 草稿或佐證文件清單，附 rule_id 與 source_page,missing_integration_interface,"31-32,112",true
CAD-086,IB2024-I03-008,BMS,io_point_schedule,依 3.1.2.2 連動設備狀態顯示 建立 io_point_schedule 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,io_point_schedule 草稿或佐證文件清單，附 rule_id 與 source_page,missing_integration_interface,"31-32,112",true
CAD-087,IB2024-I03-009,FAS,system_diagram,依 3.1.3.1 消防連動門禁及昇降機 建立 system_diagram 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,system_diagram 草稿或佐證文件清單，附 rule_id 與 source_page,missing_integration_interface; conflicting_requirement,"32,113",true
CAD-088,IB2024-I03-009,FAS,layout,依 3.1.3.1 消防連動門禁及昇降機 建立 layout 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,layout 草稿或佐證文件清單，附 rule_id 與 source_page,missing_integration_interface; conflicting_requirement,"32,113",true
CAD-089,IB2024-I03-010,FAS,system_diagram,依 3.1.3.2 消防系統與空調及地下室送排風連動 建立 system_diagram 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,system_diagram 草稿或佐證文件清單，附 rule_id 與 source_page,missing_integration_interface,"32,113",true
CAD-090,IB2024-I03-010,FAS,layout,依 3.1.3.2 消防系統與空調及地下室送排風連動 建立 layout 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,layout 草稿或佐證文件清單，附 rule_id 與 source_page,missing_integration_interface,"32,113",true
CAD-091,IB2024-I03-011,EMS,system_diagram,依 3.1.3.3 用電異常自動斷電 建立 system_diagram 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,system_diagram 草稿或佐證文件清單，附 rule_id 與 source_page,missing_testing_requirement; missing_equipment_spec,"32-33,114",true
CAD-092,IB2024-I03-011,EMS,io_point_schedule,依 3.1.3.3 用電異常自動斷電 建立 io_point_schedule 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,io_point_schedule 草稿或佐證文件清單，附 rule_id 與 source_page,missing_testing_requirement; missing_equipment_spec,"32-33,114",true
CAD-093,IB2024-I03-012,FAS,layout,依 3.1.3.4 火災避難引導連動 建立 layout 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,layout 草稿或佐證文件清單，附 rule_id 與 source_page,missing_scope; missing_testing_requirement,"33,114",true
CAD-094,IB2024-I03-012,FAS,system_diagram,依 3.1.3.4 火災避難引導連動 建立 system_diagram 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,system_diagram 草稿或佐證文件清單，附 rule_id 與 source_page,missing_scope; missing_testing_requirement,"33,114",true
CAD-095,IB2024-I03-013,FAS,layout,依 3.1.3.5 火災預警連動監視器影像 建立 layout 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,layout 草稿或佐證文件清單，附 rule_id 與 source_page,missing_integration_interface,"33,115",true
CAD-096,IB2024-I03-013,FAS,system_diagram,依 3.1.3.5 火災預警連動監視器影像 建立 system_diagram 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,system_diagram 草稿或佐證文件清單，附 rule_id 與 source_page,missing_integration_interface,"33,115",true
CAD-097,IB2024-I03-014,SENSOR,layout,依 3.1.3.6 漏水連動監視器影像 建立 layout 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,layout 草稿或佐證文件清單，附 rule_id 與 source_page,missing_integration_interface,"34,115",true
CAD-098,IB2024-I03-014,SENSOR,system_diagram,依 3.1.3.6 漏水連動監視器影像 建立 system_diagram 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,system_diagram 草稿或佐證文件清單，附 rule_id 與 source_page,missing_integration_interface,"34,115",true
CAD-099,IB2024-I03-015,SENSOR,layout,依 3.1.3.7 地震偵知連動解除門禁 建立 layout 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,layout 草稿或佐證文件清單，附 rule_id 與 source_page,missing_integration_interface,"34,116",true
CAD-100,IB2024-I03-015,SENSOR,system_diagram,依 3.1.3.7 地震偵知連動解除門禁 建立 system_diagram 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,system_diagram 草稿或佐證文件清單，附 rule_id 與 source_page,missing_integration_interface,"34,116",true
CAD-101,IB2024-I03-016,INTERCOM,layout,依 3.2.1.1 公共空間即時語音服務 建立 layout 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,layout 草稿或佐證文件清單，附 rule_id 與 source_page,missing_scope; missing_equipment_spec,"35,117",true
CAD-102,IB2024-I03-016,INTERCOM,system_diagram,依 3.2.1.1 公共空間即時語音服務 建立 system_diagram 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,system_diagram 草稿或佐證文件清單，附 rule_id 與 source_page,missing_scope; missing_equipment_spec,"35,117",true
CAD-103,IB2024-I03-017,INTERCOM,system_diagram,依 3.2.1.2 對講整合行動通訊服務 建立 system_diagram 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,system_diagram 草稿或佐證文件清單，附 rule_id 與 source_page,missing_integration_interface,"35,117",true
CAD-104,IB2024-I03-017,INTERCOM,layout,依 3.2.1.2 對講整合行動通訊服務 建立 layout 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,layout 草稿或佐證文件清單，附 rule_id 與 source_page,missing_integration_interface,"35,117",true
CAD-105,IB2024-I03-018,ACS,layout,依 3.2.1.3 門禁出入安全管制 建立 layout 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,layout 草稿或佐證文件清單，附 rule_id 與 source_page,missing_scope; missing_equipment_spec,"35-36,118",true
CAD-106,IB2024-I03-018,ACS,device_schedule,依 3.2.1.3 門禁出入安全管制 建立 device_schedule 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,device_schedule 草稿或佐證文件清單，附 rule_id 與 source_page,missing_scope; missing_equipment_spec,"35-36,118",true
CAD-107,IB2024-I03-018,ACS,system_diagram,依 3.2.1.3 門禁出入安全管制 建立 system_diagram 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,system_diagram 草稿或佐證文件清單，附 rule_id 與 source_page,missing_scope; missing_equipment_spec,"35-36,118",true
CAD-108,IB2024-I03-019,PARKING,layout,依 3.2.1.4 車輛出入安全管制 建立 layout 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,layout 草稿或佐證文件清單，附 rule_id 與 source_page,missing_scope; missing_equipment_spec,"36,118",true
CAD-109,IB2024-I03-019,PARKING,system_diagram,依 3.2.1.4 車輛出入安全管制 建立 system_diagram 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,system_diagram 草稿或佐證文件清單，附 rule_id 與 source_page,missing_scope; missing_equipment_spec,"36,118",true
CAD-110,IB2024-I03-020,CCTV,layout,依 3.2.1.5 影像安全防護與紀錄 建立 layout 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,layout 草稿或佐證文件清單，附 rule_id 與 source_page,missing_scope; missing_equipment_spec,"36,119",true
CAD-111,IB2024-I03-020,CCTV,device_schedule,依 3.2.1.5 影像安全防護與紀錄 建立 device_schedule 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,device_schedule 草稿或佐證文件清單，附 rule_id 與 source_page,missing_scope; missing_equipment_spec,"36,119",true
CAD-112,IB2024-I03-020,CCTV,system_diagram,依 3.2.1.5 影像安全防護與紀錄 建立 system_diagram 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,system_diagram 草稿或佐證文件清單，附 rule_id 與 source_page,missing_scope; missing_equipment_spec,"36,119",true
CAD-113,IB2024-I03-021,BMS,layout,依 3.2.1.6 防盜入侵主動告警 建立 layout 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,layout 草稿或佐證文件清單，附 rule_id 與 source_page,missing_integration_interface; missing_equipment_spec,"36-37,119",true
CAD-114,IB2024-I03-021,BMS,io_point_schedule,依 3.2.1.6 防盜入侵主動告警 建立 io_point_schedule 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,io_point_schedule 草稿或佐證文件清單，附 rule_id 與 source_page,missing_integration_interface; missing_equipment_spec,"36-37,119",true
CAD-115,IB2024-I03-021,BMS,system_diagram,依 3.2.1.6 防盜入侵主動告警 建立 system_diagram 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,system_diagram 草稿或佐證文件清單，附 rule_id 與 source_page,missing_integration_interface; missing_equipment_spec,"36-37,119",true
CAD-116,IB2024-I03-022,CCTV,layout,依 3.2.1.7 安全防範辨識運算分析 建立 layout 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,layout 草稿或佐證文件清單，附 rule_id 與 source_page,missing_equipment_spec; missing_integration_interface,"37,120",true
CAD-117,IB2024-I03-022,CCTV,system_diagram,依 3.2.1.7 安全防範辨識運算分析 建立 system_diagram 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,system_diagram 草稿或佐證文件清單，附 rule_id 與 source_page,missing_equipment_spec; missing_integration_interface,"37,120",true
CAD-118,IB2024-I03-023,INTERCOM,layout,依 3.2.2.1 緊急求救位置顯示 建立 layout 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,layout 草稿或佐證文件清單，附 rule_id 與 source_page,missing_scope; missing_equipment_spec,"37-38,120",true
CAD-119,IB2024-I03-023,INTERCOM,io_point_schedule,依 3.2.2.1 緊急求救位置顯示 建立 io_point_schedule 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,io_point_schedule 草稿或佐證文件清單，附 rule_id 與 source_page,missing_scope; missing_equipment_spec,"37-38,120",true
CAD-120,IB2024-I03-023,INTERCOM,system_diagram,依 3.2.2.1 緊急求救位置顯示 建立 system_diagram 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,system_diagram 草稿或佐證文件清單，附 rule_id 與 source_page,missing_scope; missing_equipment_spec,"37-38,120",true
CAD-121,IB2024-I03-024,ACS,system_diagram,依 3.2.2.2 防盜入侵警報行動顯示 建立 system_diagram 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,system_diagram 草稿或佐證文件清單，附 rule_id 與 source_page,missing_integration_interface,"38,121",true
CAD-122,IB2024-I03-024,ACS,evidence_doc,依 3.2.2.2 防盜入侵警報行動顯示 建立 evidence_doc 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,evidence_doc 草稿或佐證文件清單，附 rule_id 與 source_page,missing_integration_interface,"38,121",true
CAD-123,IB2024-I03-025,INTERCOM,layout,依 3.2.3.1 緊急求救連動即時影像 建立 layout 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,layout 草稿或佐證文件清單，附 rule_id 與 source_page,missing_integration_interface,"38,121",true
CAD-124,IB2024-I03-025,INTERCOM,system_diagram,依 3.2.3.1 緊急求救連動即時影像 建立 system_diagram 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,system_diagram 草稿或佐證文件清單，附 rule_id 與 source_page,missing_integration_interface,"38,121",true
CAD-125,IB2024-I03-026,CCTV,layout,依 3.2.3.2 防盜警報整合影像及環境設備 建立 layout 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,layout 草稿或佐證文件清單，附 rule_id 與 source_page,missing_integration_interface; missing_equipment_spec,"38-39,121",true
CAD-126,IB2024-I03-026,CCTV,system_diagram,依 3.2.3.2 防盜警報整合影像及環境設備 建立 system_diagram 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,system_diagram 草稿或佐證文件清單，附 rule_id 與 source_page,missing_integration_interface; missing_equipment_spec,"38-39,121",true
CAD-127,IB2024-I03-027,SENSOR,layout,依 3.2.4.1 有害氣體偵知 建立 layout 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,layout 草稿或佐證文件清單，附 rule_id 與 source_page,missing_equipment_spec,"39,122",true
CAD-128,IB2024-I03-027,SENSOR,io_point_schedule,依 3.2.4.1 有害氣體偵知 建立 io_point_schedule 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,io_point_schedule 草稿或佐證文件清單，附 rule_id 與 source_page,missing_equipment_spec,"39,122",true
CAD-129,IB2024-I03-027,SENSOR,system_diagram,依 3.2.4.1 有害氣體偵知 建立 system_diagram 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,system_diagram 草稿或佐證文件清單，附 rule_id 與 source_page,missing_equipment_spec,"39,122",true
CAD-130,IB2024-I03-028,SENSOR,layout,依 3.2.4.2 排除有害氣體 建立 layout 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,layout 草稿或佐證文件清單，附 rule_id 與 source_page,missing_integration_interface,"39,122",true
CAD-131,IB2024-I03-028,SENSOR,system_diagram,依 3.2.4.2 排除有害氣體 建立 system_diagram 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,system_diagram 草稿或佐證文件清單，附 rule_id 與 source_page,missing_integration_interface,"39,122",true
CAD-132,IB2024-I04-001,SENSOR,system_diagram,依 4.2.1 建築外層智慧化節能 建立 system_diagram 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,system_diagram 草稿或佐證文件清單，附 rule_id 與 source_page,missing_equipment_spec; missing_testing_requirement,"41-42,141-142",true
CAD-133,IB2024-I04-001,SENSOR,layout,依 4.2.1 建築外層智慧化節能 建立 layout 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,layout 草稿或佐證文件清單，附 rule_id 與 source_page,missing_equipment_spec; missing_testing_requirement,"41-42,141-142",true
CAD-134,IB2024-I04-001,SENSOR,evidence_doc,依 4.2.1 建築外層智慧化節能 建立 evidence_doc 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,evidence_doc 草稿或佐證文件清單，附 rule_id 與 source_page,missing_equipment_spec; missing_testing_requirement,"41-42,141-142",true
CAD-135,IB2024-I04-002,BMS,system_diagram,依 4.2.2 空調系統智慧化節能 建立 system_diagram 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,system_diagram 草稿或佐證文件清單，附 rule_id 與 source_page,missing_equipment_spec; missing_testing_requirement,"42,142-143",true
CAD-136,IB2024-I04-002,BMS,io_point_schedule,依 4.2.2 空調系統智慧化節能 建立 io_point_schedule 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,io_point_schedule 草稿或佐證文件清單，附 rule_id 與 source_page,missing_equipment_spec; missing_testing_requirement,"42,142-143",true
CAD-137,IB2024-I04-002,BMS,device_schedule,依 4.2.2 空調系統智慧化節能 建立 device_schedule 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,device_schedule 草稿或佐證文件清單，附 rule_id 與 source_page,missing_equipment_spec; missing_testing_requirement,"42,142-143",true
CAD-138,IB2024-I04-003,BMS,system_diagram,依 4.2.3 照明與插座智慧化節能 建立 system_diagram 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,system_diagram 草稿或佐證文件清單，附 rule_id 與 source_page,missing_scope; missing_equipment_spec,"42-43,143-144",true
CAD-139,IB2024-I04-003,BMS,io_point_schedule,依 4.2.3 照明與插座智慧化節能 建立 io_point_schedule 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,io_point_schedule 草稿或佐證文件清單，附 rule_id 與 source_page,missing_scope; missing_equipment_spec,"42-43,143-144",true
CAD-140,IB2024-I04-003,BMS,device_schedule,依 4.2.3 照明與插座智慧化節能 建立 device_schedule 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,device_schedule 草稿或佐證文件清單，附 rule_id 與 source_page,missing_scope; missing_equipment_spec,"42-43,143-144",true
CAD-141,IB2024-I04-004,BMS,system_diagram,依 4.2.4 動力設施智慧化節能 建立 system_diagram 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,system_diagram 草稿或佐證文件清單，附 rule_id 與 source_page,missing_equipment_spec; missing_testing_requirement,"43-44,144-145",true
CAD-142,IB2024-I04-004,BMS,io_point_schedule,依 4.2.4 動力設施智慧化節能 建立 io_point_schedule 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,io_point_schedule 草稿或佐證文件清單，附 rule_id 與 source_page,missing_equipment_spec; missing_testing_requirement,"43-44,144-145",true
CAD-143,IB2024-I04-004,BMS,device_schedule,依 4.2.4 動力設施智慧化節能 建立 device_schedule 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,device_schedule 草稿或佐證文件清單，附 rule_id 與 source_page,missing_equipment_spec; missing_testing_requirement,"43-44,144-145",true
CAD-144,IB2024-I04-005,BMS,riser,依 4.2.5 水資源資訊揭露 建立 riser 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,riser 草稿或佐證文件清單，附 rule_id 與 source_page,missing_scope; missing_equipment_spec,"44,145",true
CAD-145,IB2024-I04-005,BMS,layout,依 4.2.5 水資源資訊揭露 建立 layout 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,layout 草稿或佐證文件清單，附 rule_id 與 source_page,missing_scope; missing_equipment_spec,"44,145",true
CAD-146,IB2024-I04-005,BMS,io_point_schedule,依 4.2.5 水資源資訊揭露 建立 io_point_schedule 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,io_point_schedule 草稿或佐證文件清單，附 rule_id 與 source_page,missing_scope; missing_equipment_spec,"44,145",true
CAD-147,IB2024-I04-006,BMS,riser,依 4.2.6 水資源流向監測與管理 建立 riser 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,riser 草稿或佐證文件清單，附 rule_id 與 source_page,missing_scope; missing_evidence_document,"44-45,146",true
CAD-148,IB2024-I04-006,BMS,system_diagram,依 4.2.6 水資源流向監測與管理 建立 system_diagram 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,system_diagram 草稿或佐證文件清單，附 rule_id 與 source_page,missing_scope; missing_evidence_document,"44-45,146",true
CAD-149,IB2024-I04-006,BMS,io_point_schedule,依 4.2.6 水資源流向監測與管理 建立 io_point_schedule 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,io_point_schedule 草稿或佐證文件清單，附 rule_id 與 source_page,missing_scope; missing_evidence_document,"44-45,146",true
CAD-150,IB2024-I04-007,EMS,system_diagram,依 4.2.7 綠能技術 建立 system_diagram 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,system_diagram 草稿或佐證文件清單，附 rule_id 與 source_page,missing_equipment_spec; missing_integration_interface,"45,147",true
