evidence_rule_id,rule_id,evidence_type,evidence_name,description,related_system_code,related_cad_task_type,source_page,source_excerpt,requires_human_review
EV-110,IB2024-I03-001,drawing,消防設備配置圖,用於佐證 3.1.1.1 火警偵知 的需求、設計、竣工、測試或平台畫面。,FAS;BMS,layout;system_diagram;io_point_schedule,"29,109",火警可靠的監測數據和警報資訊,true
EV-111,IB2024-I03-001,spec,火警偵知規範,用於佐證 3.1.1.1 火警偵知 的需求、設計、竣工、測試或平台畫面。,FAS;BMS,layout;system_diagram;io_point_schedule,"29,109",火警可靠的監測數據和警報資訊,true
EV-112,IB2024-I03-001,drawing,BMS 架構圖,用於佐證 3.1.1.1 火警偵知 的需求、設計、竣工、測試或平台畫面。,FAS;BMS,layout;system_diagram;io_point_schedule,"29,109",火警可靠的監測數據和警報資訊,true
EV-113,IB2024-I03-001,schedule,I/O 點數表,用於佐證 3.1.1.1 火警偵知 的需求、設計、竣工、測試或平台畫面。,FAS;BMS,layout;system_diagram;io_point_schedule,"29,109",火警可靠的監測數據和警報資訊,true
EV-114,IB2024-I03-002,drawing,可監視防火門啟閉狀態設備配置圖,用於佐證 3.1.1.2 防火門狀態偵知 的需求、設計、竣工、測試或平台畫面。,FAS;SENSOR;BMS,layout;io_point_schedule;system_diagram,"29-30,109-110",監視防火門之啟閉狀態,true
EV-115,IB2024-I03-002,drawing,BMS 架構圖,用於佐證 3.1.1.2 防火門狀態偵知 的需求、設計、竣工、測試或平台畫面。,FAS;SENSOR;BMS,layout;io_point_schedule;system_diagram,"29-30,109-110",監視防火門之啟閉狀態,true
EV-116,IB2024-I03-002,schedule,I/O 點數表,用於佐證 3.1.1.2 防火門狀態偵知 的需求、設計、竣工、測試或平台畫面。,FAS;SENSOR;BMS,layout;io_point_schedule;system_diagram,"29-30,109-110",監視防火門之啟閉狀態,true
EV-117,IB2024-I03-003,drawing,電力迴路單線圖,用於佐證 3.1.1.3 用電異常偵測 的需求、設計、竣工、測試或平台畫面。,EMS;BMS;SENSOR,system_diagram;io_point_schedule;layout,"30,110",用電異常訊號整合至智慧建築管理系統,true
EV-118,IB2024-I03-003,drawing,設備配置圖,用於佐證 3.1.1.3 用電異常偵測 的需求、設計、竣工、測試或平台畫面。,EMS;BMS;SENSOR,system_diagram;io_point_schedule;layout,"30,110",用電異常訊號整合至智慧建築管理系統,true
EV-119,IB2024-I03-003,spec,用電管理功能規範,用於佐證 3.1.1.3 用電異常偵測 的需求、設計、竣工、測試或平台畫面。,EMS;BMS;SENSOR,system_diagram;io_point_schedule;layout,"30,110",用電異常訊號整合至智慧建築管理系統,true
EV-120,IB2024-I03-003,photo,系統畫面,用於佐證 3.1.1.3 用電異常偵測 的需求、設計、竣工、測試或平台畫面。,EMS;BMS;SENSOR,system_diagram;io_point_schedule;layout,"30,110",用電異常訊號整合至智慧建築管理系統,true
EV-121,IB2024-I03-004,drawing,消防設備配置圖,用於佐證 3.1.1.4 室內溫度異常火警告警 的需求、設計、竣工、測試或平台畫面。,FAS;SENSOR;BMS,layout;io_point_schedule,"30,110",依據室內溫度記錄判斷異常,true
EV-122,IB2024-I03-004,spec,火警偵知規範,用於佐證 3.1.1.4 室內溫度異常火警告警 的需求、設計、竣工、測試或平台畫面。,FAS;SENSOR;BMS,layout;io_point_schedule,"30,110",依據室內溫度記錄判斷異常,true
EV-123,IB2024-I03-004,drawing,竣工圖,用於佐證 3.1.1.4 室內溫度異常火警告警 的需求、設計、竣工、測試或平台畫面。,FAS;SENSOR;BMS,layout;io_point_schedule,"30,110",依據室內溫度記錄判斷異常,true
EV-124,IB2024-I03-004,photo,系統畫面,用於佐證 3.1.1.4 室內溫度異常火警告警 的需求、設計、竣工、測試或平台畫面。,FAS;SENSOR;BMS,layout;io_point_schedule,"30,110",依據室內溫度記錄判斷異常,true
EV-125,IB2024-I03-005,drawing,漏水感測設備配置圖,用於佐證 3.1.1.5 漏水偵知 的需求、設計、竣工、測試或平台畫面。,SENSOR;BMS,layout;io_point_schedule,"30,111",漏水偵知訊號，整合至智慧建築管理平台,true
EV-126,IB2024-I03-005,spec,規範,用於佐證 3.1.1.5 漏水偵知 的需求、設計、竣工、測試或平台畫面。,SENSOR;BMS,layout;io_point_schedule,"30,111",漏水偵知訊號，整合至智慧建築管理平台,true
EV-127,IB2024-I03-005,drawing,竣工圖,用於佐證 3.1.1.5 漏水偵知 的需求、設計、竣工、測試或平台畫面。,SENSOR;BMS,layout;io_point_schedule,"30,111",漏水偵知訊號，整合至智慧建築管理平台,true
EV-128,IB2024-I03-005,photo,系統畫面,用於佐證 3.1.1.5 漏水偵知 的需求、設計、竣工、測試或平台畫面。,SENSOR;BMS,layout;io_point_schedule,"30,111",漏水偵知訊號，整合至智慧建築管理平台,true
EV-129,IB2024-I03-006,drawing,地震偵測器配置圖,用於佐證 3.1.1.6 地震偵知 的需求、設計、竣工、測試或平台畫面。,SENSOR;BMS,layout;io_point_schedule,"30-31,111",地震偵知訊號整合至智慧建築管理平台,true
EV-130,IB2024-I03-006,spec,規範,用於佐證 3.1.1.6 地震偵知 的需求、設計、竣工、測試或平台畫面。,SENSOR;BMS,layout;io_point_schedule,"30-31,111",地震偵知訊號整合至智慧建築管理平台,true
EV-131,IB2024-I03-006,drawing,竣工圖,用於佐證 3.1.1.6 地震偵知 的需求、設計、竣工、測試或平台畫面。,SENSOR;BMS,layout;io_point_schedule,"30-31,111",地震偵知訊號整合至智慧建築管理平台,true
EV-132,IB2024-I03-006,photo,系統畫面,用於佐證 3.1.1.6 地震偵知 的需求、設計、竣工、測試或平台畫面。,SENSOR;BMS,layout;io_point_schedule,"30-31,111",地震偵知訊號整合至智慧建築管理平台,true
EV-133,IB2024-I03-007,drawing,多媒體顯示裝置配置圖,用於佐證 3.1.2.1 災害告警訊息顯示 的需求、設計、竣工、測試或平台畫面。,AV;INTERCOM;BMS;FAS,layout;system_diagram,"31,112",公共空間之顯示裝置上，提供災害告警訊息,true
EV-134,IB2024-I03-007,drawing,影音對講配置圖,用於佐證 3.1.2.1 災害告警訊息顯示 的需求、設計、竣工、測試或平台畫面。,AV;INTERCOM;BMS;FAS,layout;system_diagram,"31,112",公共空間之顯示裝置上，提供災害告警訊息,true
EV-135,IB2024-I03-007,photo,系統畫面,用於佐證 3.1.2.1 災害告警訊息顯示 的需求、設計、竣工、測試或平台畫面。,AV;INTERCOM;BMS;FAS,layout;system_diagram,"31,112",公共空間之顯示裝置上，提供災害告警訊息,true
EV-136,IB2024-I03-007,photo,佐證照片,用於佐證 3.1.2.1 災害告警訊息顯示 的需求、設計、竣工、測試或平台畫面。,AV;INTERCOM;BMS;FAS,layout;system_diagram,"31,112",公共空間之顯示裝置上，提供災害告警訊息,true
EV-137,IB2024-I03-008,drawing,多媒體顯示裝置配置圖,用於佐證 3.1.2.2 連動設備狀態顯示 的需求、設計、竣工、測試或平台畫面。,BMS;ACS;FAS;EMS,system_diagram;io_point_schedule,"31-32,112",顯示連動設備狀態訊息,true
EV-138,IB2024-I03-008,drawing,系統連動邏輯圖,用於佐證 3.1.2.2 連動設備狀態顯示 的需求、設計、竣工、測試或平台畫面。,BMS;ACS;FAS;EMS,system_diagram;io_point_schedule,"31-32,112",顯示連動設備狀態訊息,true
EV-139,IB2024-I03-008,photo,系統畫面,用於佐證 3.1.2.2 連動設備狀態顯示 的需求、設計、竣工、測試或平台畫面。,BMS;ACS;FAS;EMS,system_diagram;io_point_schedule,"31-32,112",顯示連動設備狀態訊息,true
EV-140,IB2024-I03-009,drawing,門禁系統配置圖,用於佐證 3.1.3.1 消防連動門禁及昇降機 的需求、設計、竣工、測試或平台畫面。,FAS;ACS;BMS,system_diagram;layout,"32,113",連動解除主要逃生動線上之門禁管制設備,true
EV-141,IB2024-I03-009,spec,昇降機火警管控規範,用於佐證 3.1.3.1 消防連動門禁及昇降機 的需求、設計、竣工、測試或平台畫面。,FAS;ACS;BMS,system_diagram;layout,"32,113",連動解除主要逃生動線上之門禁管制設備,true
EV-142,IB2024-I03-009,drawing,系統連動邏輯圖,用於佐證 3.1.3.1 消防連動門禁及昇降機 的需求、設計、竣工、測試或平台畫面。,FAS;ACS;BMS,system_diagram;layout,"32,113",連動解除主要逃生動線上之門禁管制設備,true
EV-143,IB2024-I03-010,drawing,空調配置圖,用於佐證 3.1.3.2 消防系統與空調及地下室送排風連動 的需求、設計、竣工、測試或平台畫面。,FAS;BMS,system_diagram;layout,"32,113",消防系統需與空調及地下室送排風設備整合連動,true
EV-144,IB2024-I03-010,drawing,地下室送排風配置圖,用於佐證 3.1.3.2 消防系統與空調及地下室送排風連動 的需求、設計、竣工、測試或平台畫面。,FAS;BMS,system_diagram;layout,"32,113",消防系統需與空調及地下室送排風設備整合連動,true
EV-145,IB2024-I03-010,drawing,系統連動邏輯圖,用於佐證 3.1.3.2 消防系統與空調及地下室送排風連動 的需求、設計、竣工、測試或平台畫面。,FAS;BMS,system_diagram;layout,"32,113",消防系統需與空調及地下室送排風設備整合連動,true
EV-146,IB2024-I03-010,photo,連動影片,用於佐證 3.1.3.2 消防系統與空調及地下室送排風連動 的需求、設計、竣工、測試或平台畫面。,FAS;BMS,system_diagram;layout,"32,113",消防系統需與空調及地下室送排風設備整合連動,true
EV-147,IB2024-I03-011,drawing,電力迴路單線圖,用於佐證 3.1.3.3 用電異常自動斷電 的需求、設計、竣工、測試或平台畫面。,EMS;BMS,system_diagram;io_point_schedule,"32-33,114",具備用電異常自動斷電功能,true
EV-148,IB2024-I03-011,drawing,插座配置圖,用於佐證 3.1.3.3 用電異常自動斷電 的需求、設計、竣工、測試或平台畫面。,EMS;BMS,system_diagram;io_point_schedule,"32-33,114",具備用電異常自動斷電功能,true
EV-149,IB2024-I03-011,spec,用電管理規範,用於佐證 3.1.3.3 用電異常自動斷電 的需求、設計、竣工、測試或平台畫面。,EMS;BMS,system_diagram;io_point_schedule,"32-33,114",具備用電異常自動斷電功能,true
EV-150,IB2024-I03-011,photo,系統畫面,用於佐證 3.1.3.3 用電異常自動斷電 的需求、設計、竣工、測試或平台畫面。,EMS;BMS,system_diagram;io_point_schedule,"32-33,114",具備用電異常自動斷電功能,true
EV-151,IB2024-I03-012,drawing,避難方向指示燈配置圖,用於佐證 3.1.3.4 火災避難引導連動 的需求、設計、竣工、測試或平台畫面。,FAS;AV;BMS,layout;system_diagram,"33,114",閃滅或聲響型避難方向指示燈引導人員避難,true
EV-152,IB2024-I03-012,drawing,避難引導設計圖,用於佐證 3.1.3.4 火災避難引導連動 的需求、設計、竣工、測試或平台畫面。,FAS;AV;BMS,layout;system_diagram,"33,114",閃滅或聲響型避難方向指示燈引導人員避難,true
EV-153,IB2024-I03-012,photo,系統畫面,用於佐證 3.1.3.4 火災避難引導連動 的需求、設計、竣工、測試或平台畫面。,FAS;AV;BMS,layout;system_diagram,"33,114",閃滅或聲響型避難方向指示燈引導人員避難,true
EV-154,IB2024-I03-013,drawing,監視系統配置圖,用於佐證 3.1.3.5 火災預警連動監視器影像 的需求、設計、竣工、測試或平台畫面。,FAS;CCTV;BMS,layout;system_diagram,"33,115",系統可連動監視器顯示現場影像,true
EV-155,IB2024-I03-013,drawing,系統連動邏輯圖,用於佐證 3.1.3.5 火災預警連動監視器影像 的需求、設計、竣工、測試或平台畫面。,FAS;CCTV;BMS,layout;system_diagram,"33,115",系統可連動監視器顯示現場影像,true
EV-156,IB2024-I03-013,drawing,竣工圖,用於佐證 3.1.3.5 火災預警連動監視器影像 的需求、設計、竣工、測試或平台畫面。,FAS;CCTV;BMS,layout;system_diagram,"33,115",系統可連動監視器顯示現場影像,true
EV-157,IB2024-I03-013,photo,系統畫面,用於佐證 3.1.3.5 火災預警連動監視器影像 的需求、設計、竣工、測試或平台畫面。,FAS;CCTV;BMS,layout;system_diagram,"33,115",系統可連動監視器顯示現場影像,true
EV-158,IB2024-I03-014,drawing,漏水感測配置圖,用於佐證 3.1.3.6 漏水連動監視器影像 的需求、設計、竣工、測試或平台畫面。,SENSOR;CCTV;BMS,layout;system_diagram,"34,115",漏水偵知可連動監視器顯示現場影像,true
EV-159,IB2024-I03-014,drawing,監視系統配置圖,用於佐證 3.1.3.6 漏水連動監視器影像 的需求、設計、竣工、測試或平台畫面。,SENSOR;CCTV;BMS,layout;system_diagram,"34,115",漏水偵知可連動監視器顯示現場影像,true
EV-160,IB2024-I03-014,drawing,系統連動邏輯圖,用於佐證 3.1.3.6 漏水連動監視器影像 的需求、設計、竣工、測試或平台畫面。,SENSOR;CCTV;BMS,layout;system_diagram,"34,115",漏水偵知可連動監視器顯示現場影像,true
EV-161,IB2024-I03-015,drawing,地震偵測器配置圖,用於佐證 3.1.3.7 地震偵知連動解除門禁 的需求、設計、竣工、測試或平台畫面。,SENSOR;ACS;BMS,layout;system_diagram,"34,116",地震偵知可連動解除門禁,true
EV-162,IB2024-I03-015,drawing,門禁系統配置圖,用於佐證 3.1.3.7 地震偵知連動解除門禁 的需求、設計、竣工、測試或平台畫面。,SENSOR;ACS;BMS,layout;system_diagram,"34,116",地震偵知可連動解除門禁,true
EV-163,IB2024-I03-015,drawing,系統連動邏輯圖,用於佐證 3.1.3.7 地震偵知連動解除門禁 的需求、設計、竣工、測試或平台畫面。,SENSOR;ACS;BMS,layout;system_diagram,"34,116",地震偵知可連動解除門禁,true
EV-164,IB2024-I03-016,drawing,語音或影音對講裝置配置圖,用於佐證 3.2.1.1 公共空間即時語音服務 的需求、設計、竣工、測試或平台畫面。,INTERCOM,layout;system_diagram,"35,117",公共空間提供即時語音服務,true
EV-165,IB2024-I03-016,drawing,竣工圖,用於佐證 3.2.1.1 公共空間即時語音服務 的需求、設計、竣工、測試或平台畫面。,INTERCOM,layout;system_diagram,"35,117",公共空間提供即時語音服務,true
EV-166,IB2024-I03-016,photo,佐證照片,用於佐證 3.2.1.1 公共空間即時語音服務 的需求、設計、竣工、測試或平台畫面。,INTERCOM,layout;system_diagram,"35,117",公共空間提供即時語音服務,true
EV-167,IB2024-I03-017,drawing,對講裝置配置圖,用於佐證 3.2.1.2 對講整合行動通訊服務 的需求、設計、竣工、測試或平台畫面。,INTERCOM;TEL,system_diagram;layout,"35,117",語音對講裝置整合行動通訊服務,true
EV-168,IB2024-I03-017,spec,行動通訊整合規範,用於佐證 3.2.1.2 對講整合行動通訊服務 的需求、設計、竣工、測試或平台畫面。,INTERCOM;TEL,system_diagram;layout,"35,117",語音對講裝置整合行動通訊服務,true
EV-169,IB2024-I03-017,photo,系統畫面,用於佐證 3.2.1.2 對講整合行動通訊服務 的需求、設計、竣工、測試或平台畫面。,INTERCOM;TEL,system_diagram;layout,"35,117",語音對講裝置整合行動通訊服務,true
EV-170,IB2024-I03-018,drawing,門禁系統配置圖,用於佐證 3.2.1.3 門禁出入安全管制 的需求、設計、竣工、測試或平台畫面。,ACS,layout;device_schedule;system_diagram,"35-36,118",主要出入口、重要空間具備門禁管制功能,true
EV-171,IB2024-I03-018,spec,規範,用於佐證 3.2.1.3 門禁出入安全管制 的需求、設計、竣工、測試或平台畫面。,ACS,layout;device_schedule;system_diagram,"35-36,118",主要出入口、重要空間具備門禁管制功能,true
EV-172,IB2024-I03-018,drawing,竣工圖,用於佐證 3.2.1.3 門禁出入安全管制 的需求、設計、竣工、測試或平台畫面。,ACS,layout;device_schedule;system_diagram,"35-36,118",主要出入口、重要空間具備門禁管制功能,true
EV-173,IB2024-I03-018,photo,系統畫面,用於佐證 3.2.1.3 門禁出入安全管制 的需求、設計、竣工、測試或平台畫面。,ACS,layout;device_schedule;system_diagram,"35-36,118",主要出入口、重要空間具備門禁管制功能,true
EV-174,IB2024-I03-019,drawing,停車管理系統配置圖,用於佐證 3.2.1.4 車輛出入安全管制 的需求、設計、竣工、測試或平台畫面。,PARKING,layout;system_diagram,"36,118",停車空間應具備車輛進出管制及辨識功能,true
EV-175,IB2024-I03-019,spec,規範,用於佐證 3.2.1.4 車輛出入安全管制 的需求、設計、竣工、測試或平台畫面。,PARKING,layout;system_diagram,"36,118",停車空間應具備車輛進出管制及辨識功能,true
EV-176,IB2024-I03-019,drawing,竣工圖,用於佐證 3.2.1.4 車輛出入安全管制 的需求、設計、竣工、測試或平台畫面。,PARKING,layout;system_diagram,"36,118",停車空間應具備車輛進出管制及辨識功能,true
EV-177,IB2024-I03-019,photo,系統畫面,用於佐證 3.2.1.4 車輛出入安全管制 的需求、設計、竣工、測試或平台畫面。,PARKING,layout;system_diagram,"36,118",停車空間應具備車輛進出管制及辨識功能,true
EV-178,IB2024-I03-020,drawing,監視系統配置圖,用於佐證 3.2.1.5 影像安全防護與紀錄 的需求、設計、竣工、測試或平台畫面。,CCTV,layout;device_schedule;system_diagram,"36,119",規劃影像監視系統並錄影紀錄,true
EV-179,IB2024-I03-020,spec,規範,用於佐證 3.2.1.5 影像安全防護與紀錄 的需求、設計、竣工、測試或平台畫面。,CCTV,layout;device_schedule;system_diagram,"36,119",規劃影像監視系統並錄影紀錄,true
EV-180,IB2024-I03-020,drawing,竣工圖,用於佐證 3.2.1.5 影像安全防護與紀錄 的需求、設計、竣工、測試或平台畫面。,CCTV,layout;device_schedule;system_diagram,"36,119",規劃影像監視系統並錄影紀錄,true
EV-181,IB2024-I03-020,photo,系統畫面,用於佐證 3.2.1.5 影像安全防護與紀錄 的需求、設計、竣工、測試或平台畫面。,CCTV,layout;device_schedule;system_diagram,"36,119",規劃影像監視系統並錄影紀錄,true
EV-182,IB2024-I03-021,drawing,BMS 架構圖,用於佐證 3.2.1.6 防盜入侵主動告警 的需求、設計、竣工、測試或平台畫面。,BMS;SENSOR;ACS,layout;io_point_schedule;system_diagram,"36-37,119",防盜入侵警報功能，並將訊號整合至智慧建築管理平台,true
EV-183,IB2024-I03-021,schedule,I/O 點數表,用於佐證 3.2.1.6 防盜入侵主動告警 的需求、設計、竣工、測試或平台畫面。,BMS;SENSOR;ACS,layout;io_point_schedule;system_diagram,"36-37,119",防盜入侵警報功能，並將訊號整合至智慧建築管理平台,true
EV-184,IB2024-I03-021,drawing,防盜保全裝置配置圖,用於佐證 3.2.1.6 防盜入侵主動告警 的需求、設計、竣工、測試或平台畫面。,BMS;SENSOR;ACS,layout;io_point_schedule;system_diagram,"36-37,119",防盜入侵警報功能，並將訊號整合至智慧建築管理平台,true
EV-185,IB2024-I03-021,photo,系統畫面,用於佐證 3.2.1.6 防盜入侵主動告警 的需求、設計、竣工、測試或平台畫面。,BMS;SENSOR;ACS,layout;io_point_schedule;system_diagram,"36-37,119",防盜入侵警報功能，並將訊號整合至智慧建築管理平台,true
EV-186,IB2024-I03-022,drawing,安全管理系統配置圖,用於佐證 3.2.1.7 安全防範辨識運算分析 的需求、設計、竣工、測試或平台畫面。,CCTV;ACS;BMS,layout;system_diagram,"37,120",安全防範具備辨識、運算及分析功能,true
EV-187,IB2024-I03-022,spec,規範,用於佐證 3.2.1.7 安全防範辨識運算分析 的需求、設計、竣工、測試或平台畫面。,CCTV;ACS;BMS,layout;system_diagram,"37,120",安全防範具備辨識、運算及分析功能,true
EV-188,IB2024-I03-022,drawing,竣工圖,用於佐證 3.2.1.7 安全防範辨識運算分析 的需求、設計、竣工、測試或平台畫面。,CCTV;ACS;BMS,layout;system_diagram,"37,120",安全防範具備辨識、運算及分析功能,true
EV-189,IB2024-I03-022,photo,系統畫面,用於佐證 3.2.1.7 安全防範辨識運算分析 的需求、設計、竣工、測試或平台畫面。,CCTV;ACS;BMS,layout;system_diagram,"37,120",安全防範具備辨識、運算及分析功能,true
EV-190,IB2024-I03-023,drawing,BMS 架構圖,用於佐證 3.2.2.1 緊急求救位置顯示 的需求、設計、竣工、測試或平台畫面。,INTERCOM;BMS;SENSOR,layout;io_point_schedule;system_diagram,"37-38,120",顯示求救訊號之樓層及位置於智慧建築管理平台,true
EV-191,IB2024-I03-023,schedule,I/O 點數表,用於佐證 3.2.2.1 緊急求救位置顯示 的需求、設計、竣工、測試或平台畫面。,INTERCOM;BMS;SENSOR,layout;io_point_schedule;system_diagram,"37-38,120",顯示求救訊號之樓層及位置於智慧建築管理平台,true
EV-192,IB2024-I03-023,drawing,緊急求救系統配置圖,用於佐證 3.2.2.1 緊急求救位置顯示 的需求、設計、竣工、測試或平台畫面。,INTERCOM;BMS;SENSOR,layout;io_point_schedule;system_diagram,"37-38,120",顯示求救訊號之樓層及位置於智慧建築管理平台,true
EV-193,IB2024-I03-023,photo,系統畫面,用於佐證 3.2.2.1 緊急求救位置顯示 的需求、設計、竣工、測試或平台畫面。,INTERCOM;BMS;SENSOR,layout;io_point_schedule;system_diagram,"37-38,120",顯示求救訊號之樓層及位置於智慧建築管理平台,true
EV-194,IB2024-I03-024,drawing,防盜保全配置圖,用於佐證 3.2.2.2 防盜入侵警報行動顯示 的需求、設計、竣工、測試或平台畫面。,ACS;BMS;TEL,system_diagram;evidence_doc,"38,121",於行動通訊裝置顯示防盜告警訊息,true
EV-195,IB2024-I03-024,spec,行動通訊整合規範,用於佐證 3.2.2.2 防盜入侵警報行動顯示 的需求、設計、竣工、測試或平台畫面。,ACS;BMS;TEL,system_diagram;evidence_doc,"38,121",於行動通訊裝置顯示防盜告警訊息,true
EV-196,IB2024-I03-024,photo,系統畫面,用於佐證 3.2.2.2 防盜入侵警報行動顯示 的需求、設計、竣工、測試或平台畫面。,ACS;BMS;TEL,system_diagram;evidence_doc,"38,121",於行動通訊裝置顯示防盜告警訊息,true
EV-197,IB2024-I03-025,drawing,緊急求救系統配置圖,用於佐證 3.2.3.1 緊急求救連動即時影像 的需求、設計、竣工、測試或平台畫面。,INTERCOM;CCTV;BMS,layout;system_diagram,"38,121",緊急求救與影像整合連動功能,true
EV-198,IB2024-I03-025,drawing,監視系統配置圖,用於佐證 3.2.3.1 緊急求救連動即時影像 的需求、設計、竣工、測試或平台畫面。,INTERCOM;CCTV;BMS,layout;system_diagram,"38,121",緊急求救與影像整合連動功能,true
EV-199,IB2024-I03-025,drawing,系統連動邏輯圖,用於佐證 3.2.3.1 緊急求救連動即時影像 的需求、設計、竣工、測試或平台畫面。,INTERCOM;CCTV;BMS,layout;system_diagram,"38,121",緊急求救與影像整合連動功能,true
EV-200,IB2024-I03-026,drawing,防盜保全配置圖,用於佐證 3.2.3.2 防盜警報整合影像及環境設備 的需求、設計、竣工、測試或平台畫面。,CCTV;PA;BMS;SENSOR,layout;system_diagram,"38-39,121",照明、廣播、聲光警報或其他整合連動,true
EV-201,IB2024-I03-026,drawing,監視系統配置圖,用於佐證 3.2.3.2 防盜警報整合影像及環境設備 的需求、設計、竣工、測試或平台畫面。,CCTV;PA;BMS;SENSOR,layout;system_diagram,"38-39,121",照明、廣播、聲光警報或其他整合連動,true
EV-202,IB2024-I03-026,drawing,環境周遭設備配置圖,用於佐證 3.2.3.2 防盜警報整合影像及環境設備 的需求、設計、竣工、測試或平台畫面。,CCTV;PA;BMS;SENSOR,layout;system_diagram,"38-39,121",照明、廣播、聲光警報或其他整合連動,true
EV-203,IB2024-I03-026,drawing,系統連動邏輯圖,用於佐證 3.2.3.2 防盜警報整合影像及環境設備 的需求、設計、竣工、測試或平台畫面。,CCTV;PA;BMS;SENSOR,layout;system_diagram,"38-39,121",照明、廣播、聲光警報或其他整合連動,true
EV-204,IB2024-I03-027,drawing,BMS 架構圖,用於佐證 3.2.4.1 有害氣體偵知 的需求、設計、竣工、測試或平台畫面。,SENSOR;BMS;IAQ,layout;io_point_schedule;system_diagram,"39,122",瓦斯、一氧化碳或其他有害氣體感測器,true
EV-205,IB2024-I03-027,schedule,I/O 點數表,用於佐證 3.2.4.1 有害氣體偵知 的需求、設計、竣工、測試或平台畫面。,SENSOR;BMS;IAQ,layout;io_point_schedule;system_diagram,"39,122",瓦斯、一氧化碳或其他有害氣體感測器,true
EV-206,IB2024-I03-027,drawing,有害氣體感測裝置配置圖,用於佐證 3.2.4.1 有害氣體偵知 的需求、設計、竣工、測試或平台畫面。,SENSOR;BMS;IAQ,layout;io_point_schedule;system_diagram,"39,122",瓦斯、一氧化碳或其他有害氣體感測器,true
EV-207,IB2024-I03-027,photo,系統畫面,用於佐證 3.2.4.1 有害氣體偵知 的需求、設計、竣工、測試或平台畫面。,SENSOR;BMS;IAQ,layout;io_point_schedule;system_diagram,"39,122",瓦斯、一氧化碳或其他有害氣體感測器,true
EV-208,IB2024-I03-028,drawing,有害氣體排除裝置配置圖,用於佐證 3.2.4.2 排除有害氣體 的需求、設計、竣工、測試或平台畫面。,SENSOR;BMS,layout;system_diagram,"39,122",具備排除或阻斷有害氣體之功能,true
EV-209,IB2024-I03-028,drawing,竣工圖,用於佐證 3.2.4.2 排除有害氣體 的需求、設計、竣工、測試或平台畫面。,SENSOR;BMS,layout;system_diagram,"39,122",具備排除或阻斷有害氣體之功能,true
EV-210,IB2024-I03-028,photo,佐證照片,用於佐證 3.2.4.2 排除有害氣體 的需求、設計、竣工、測試或平台畫面。,SENSOR;BMS,layout;system_diagram,"39,122",具備排除或阻斷有害氣體之功能,true
EV-211,IB2024-I04-001,drawing,立面及剖面圖,用於佐證 4.2.1 建築外層智慧化節能 的需求、設計、竣工、測試或平台畫面。,SENSOR;BMS;EMS,system_diagram;layout;evidence_doc,"41-42,141-142",感應控制之動作關聯圖,true
EV-212,IB2024-I04-001,drawing,感應控制關聯圖,用於佐證 4.2.1 建築外層智慧化節能 的需求、設計、竣工、測試或平台畫面。,SENSOR;BMS;EMS,system_diagram;layout;evidence_doc,"41-42,141-142",感應控制之動作關聯圖,true
EV-213,IB2024-I04-001,test_record,節能技術驗證計畫,用於佐證 4.2.1 建築外層智慧化節能 的需求、設計、竣工、測試或平台畫面。,SENSOR;BMS;EMS,system_diagram;layout;evidence_doc,"41-42,141-142",感應控制之動作關聯圖,true
EV-214,IB2024-I04-001,report,驗證報告,用於佐證 4.2.1 建築外層智慧化節能 的需求、設計、竣工、測試或平台畫面。,SENSOR;BMS;EMS,system_diagram;layout;evidence_doc,"41-42,141-142",感應控制之動作關聯圖,true
EV-215,IB2024-I04-002,drawing,空調節能系統圖說,用於佐證 4.2.2 空調系統智慧化節能 的需求、設計、竣工、測試或平台畫面。,BMS;EMS;SENSOR,system_diagram;io_point_schedule;device_schedule,"42,142-143",空調智慧化節能系統圖說；I/O點數表,true
EV-216,IB2024-I04-002,drawing,空調節能控制圖說,用於佐證 4.2.2 空調系統智慧化節能 的需求、設計、竣工、測試或平台畫面。,BMS;EMS;SENSOR,system_diagram;io_point_schedule;device_schedule,"42,142-143",空調智慧化節能系統圖說；I/O點數表,true
EV-217,IB2024-I04-002,schedule,I/O 點數表,用於佐證 4.2.2 空調系統智慧化節能 的需求、設計、竣工、測試或平台畫面。,BMS;EMS;SENSOR,system_diagram;io_point_schedule;device_schedule,"42,142-143",空調智慧化節能系統圖說；I/O點數表,true
EV-218,IB2024-I04-002,report,控制系統驗證報告,用於佐證 4.2.2 空調系統智慧化節能 的需求、設計、竣工、測試或平台畫面。,BMS;EMS;SENSOR,system_diagram;io_point_schedule;device_schedule,"42,142-143",空調智慧化節能系統圖說；I/O點數表,true
EV-219,IB2024-I04-003,drawing,照明/插座節能系統圖說,用於佐證 4.2.3 照明與插座智慧化節能 的需求、設計、竣工、測試或平台畫面。,BMS;EMS;SENSOR,system_diagram;io_point_schedule;device_schedule,"42-43,143-144",照明及插座採智慧化控制,true
EV-220,IB2024-I04-003,drawing,控制圖說,用於佐證 4.2.3 照明與插座智慧化節能 的需求、設計、竣工、測試或平台畫面。,BMS;EMS;SENSOR,system_diagram;io_point_schedule;device_schedule,"42-43,143-144",照明及插座採智慧化控制,true
